,0
time,2.0301221021717147e-15
consumption,15.565635909442245
nominal_consumption,2332.993884285881
investment,6.647471528015704
nominal_investment,645.6523875337674
real_gdp,18.748091543356203
nominal_gdp,2636.478410147471
capital,451.9780554955193
cfirm_productivity,0.007389998588618029
kfirm_productivity,0.013400034718083235
debt,3659.9388444094457
profits,590.0621833879642
cfirm_price_index,0.7355124319981028
kfirm_price_index,0.9029010346205857
cfirm_nhhi,0.0033877688931394172
kfirm_nhhi,0.003816926280386113
cfirm_hpi,0.006551903952552308
kfirm_hpi,0.005593724383949356
cfirm_bankruptcy,0.15323722251009242
kfirm_bankruptcy,0.03500127842828939
wages,2382.3918598947457
avg_wage,1.191081662032218
employment,0.621056640791848
unemployment_rate,0.00031052832039592487
vacancy_ratio,0.4763429374865583
gini,0.0009999390606145258
bank_nhhi,0.008262707746555582
bank_hpi,0.002296735618058902
avg_loan_interest,1.2832529679864428e-05
avg_reserve_ratio,0.00332877925320141
avg_capital_ratio,427.71059041426844
money_supply,51022.80298038208
bank_bankruptcy,0.013946350828466828
bank_mean_degree,0.5617524497254496
cfirm_mean_degree,0.025567317268092714
kfirm_mean_degree,0.04802340949216452
real_gdp_growth,0.00038994671942726256
inflation,0.00017902710524529786
wage_inflation,0.00016869875374872175
profit_share,0.0016380915577967976
wage_share,0.0013698889120521754
debt_ratio,0.007631107215407239
cfirm_bankruptcy_rate,0.000766186112550462
kfirm_bankruptcy_rate,0.0007000255685657879
bank_bankruptcy_rate,0.0013946350828466837
